pos	DEL	INS
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
12	0	0
13	0	0
14	0	0
15	0	0
16	0	0
17	0	0
18	0	0
19	0	0
20	0	0
21	0	0
22	0	0
23	0	0
24	0	0
25	0	0
26	0	0
27	0	0
28	0	0
29	0	0
30	0	0
31	0	0
32	0	0
33	0	0
34	0	0
35	0	0
36	0	0
37	0	0
38	1	0
39	1	0
40	1	0
41	1	0
42	1	0
43	1	0
44	2	1
45	2	1
46	2	1
47	3	1
48	3	1
49	3	1
50	4	1
51	4	1
52	4	1
53	6	1
54	6	1
55	6	1
56	6	1
57	6	1
58	6	0
59	5	0
60	5	0
61	5	0
62	5	1
63	5	1
64	4	1
65	5	1
66	4	1
67	4	2
68	6	2
69	6	2
70	7	2
71	7	2
72	7	2
73	7	2
74	7	2
75	8	2
76	9	2
77	9	2
78	8	2
79	9	2
80	26	2
81	38	2
82	124	2
83	134	2
84	147	2
85	153	2
86	163	2
87	166	2
88	166	2
89	170	2
90	170	2
91	164	0
92	175	0
93	171	0
94	172	0
95	163	0
96	156	0
97	145	0
98	143	0
99	138	0
100	139	0
101	137	0
102	135	0
103	122	0
104	119	0
105	114	0
106	112	0
107	14	0
108	14	0
109	10	1
110	4	1
111	2	1
112	4	1
113	3	1
114	4	1
115	5	1
116	5	1
117	5	1
118	5	1
119	5	1
120	5	1
121	5	1
122	5	1
123	5	1
124	5	1
125	6	2
126	7	2
127	6	2
128	7	3
129	6	3
130	6	3
131	5	4
132	5	4
133	5	4
134	10	4
135	12	4
136	13	3
137	13	3
138	12	3
139	14	4
140	14	4
141	14	5
142	14	5
143	14	5
144	14	5
145	11	5
146	11	5
147	11	5
148	10	5
149	9	5
150	5	4
151	5	4
152	3	4
153	4	4
154	3	2
155	5	2
156	5	2
157	5	2
158	6	2
159	6	2
160	6	1
161	6	1
162	6	1
163	8	1
164	6	1
165	8	1
166	8	1
167	7	1
168	5	1
169	5	1
170	7	1
171	7	1
172	7	2
173	7	2
174	7	2
175	6	2
176	6	2
177	6	2
178	6	2
179	6	2
180	7	3
181	8	3
182	8	5
183	8	4
184	8	4
185	8	4
186	6	4
187	6	4
188	6	4
189	5	4
190	5	5
191	4	3
192	5	3
193	2	2
194	2	4
195	2	4
196	2	4
197	1	4
198	2	5
199	2	4
200	3	4
201	3	4
202	3	3
203	4	3
204	4	3
205	5	3
206	5	2
207	6	2
208	6	2
209	5	2
210	5	1
211	5	1
212	5	1
213	5	2
214	5	2
215	6	2
216	6	2
217	5	2
218	5	2
219	5	2
220	3	2
221	4	2
222	3	2
223	3	2
224	3	2
225	3	2
226	3	2
227	3	2
228	3	1
229	3	1
230	3	1
231	3	1
232	3	1
233	3	1
234	5	1
235	5	1
236	5	1
237	5	1
238	4	1
239	4	2
240	4	2
241	4	2
242	4	2
243	3	2
244	3	2
245	3	2
246	2	2
247	2	2
