pos	DEL	INS
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
12	0	0
13	0	0
14	0	0
15	0	0
16	0	0
17	0	0
18	0	0
19	0	0
20	0	0
21	0	0
22	0	0
23	0	0
24	0	0
25	0	0
26	0	0
27	0	0
28	0	0
29	0	0
30	0	0
31	0	0
32	0	0
33	0	0
34	0	0
35	0	0
36	0	0
37	0	0
38	0	0
39	0	0
40	0	0
41	0	0
42	0	0
43	0	0
44	0	0
45	0	0
46	0	0
47	0	0
48	0	0
49	1	0
50	1	0
51	1	0
52	1	0
53	2	0
54	2	0
55	2	0
56	3	0
57	3	0
58	3	0
59	3	0
60	3	0
61	3	0
62	3	0
63	3	0
64	3	0
65	2	0
66	2	0
67	1	0
68	1	0
69	1	0
70	1	0
71	1	0
72	1	0
73	1	0
74	2	0
75	2	0
76	3	0
77	3	0
78	2	0
79	4	0
80	6	0
81	9	0
82	35	0
83	36	0
84	36	0
85	39	0
86	39	0
87	40	0
88	40	0
89	41	0
90	41	0
91	39	0
92	38	0
93	37	0
94	37	0
95	37	0
96	37	0
97	37	0
98	37	0
99	34	0
100	32	0
101	32	0
102	32	0
103	31	0
104	31	0
105	31	0
106	31	0
107	3	0
108	3	0
109	2	0
110	2	0
111	1	0
112	1	0
113	0	0
114	0	0
115	0	0
116	0	0
117	0	0
118	0	0
119	0	0
120	0	0
121	0	0
122	0	0
123	0	0
124	0	0
125	0	0
126	0	0
127	0	0
128	0	0
129	0	0
130	0	0
131	0	0
132	0	0
133	0	0
134	1	0
135	1	0
136	1	0
137	1	0
138	2	0
139	3	0
140	3	0
141	3	0
142	3	0
143	3	0
144	3	0
145	3	0
146	3	0
147	3	0
148	3	0
149	4	0
150	4	0
151	4	0
152	4	0
153	4	0
154	4	0
155	4	0
156	4	0
157	4	0
158	4	0
159	4	0
160	3	0
161	3	0
162	3	0
163	3	0
164	3	0
165	3	0
166	3	0
167	3	0
168	3	0
169	3	0
170	3	0
171	3	0
172	3	0
173	2	0
174	2	0
175	2	0
176	2	0
177	2	0
178	2	0
179	3	0
180	3	0
181	5	0
182	5	0
183	5	0
184	5	0
185	5	0
186	5	0
187	5	0
188	5	0
189	5	0
190	5	0
191	4	0
192	4	0
193	3	0
194	2	0
195	1	0
196	1	0
197	1	0
198	1	0
199	2	0
200	2	0
201	2	0
202	2	0
203	2	0
204	3	0
205	4	0
206	4	0
207	4	0
208	4	0
209	4	0
210	4	0
211	4	0
212	4	0
213	5	0
214	5	1
215	5	1
216	4	1
217	4	1
218	4	1
219	4	1
220	4	1
221	3	1
222	3	1
223	3	1
224	3	1
225	3	1
226	3	0
227	3	0
228	3	0
229	3	0
230	3	0
231	3	0
232	3	0
233	2	0
234	2	0
235	2	0
236	2	0
237	2	0
238	2	0
239	2	0
240	2	0
241	2	0
242	2	0
243	2	0
244	2	0
245	2	0
246	3	0
247	3	0
